EmpID,Equity,TrainingCost,EquipmentCost,TotalLeaves,TotalIncome,TotalExpense,TotalSavings
2492,Stocks,3275.1,2903.11,3,161491.34,42799.99,118691.35
2493,Options,1005.98,2758.31,12,145203.89,54909.01,90294.88
2494,Stocks,3166.55,508.3,25,158419.53,50690.7,107728.83
2495,Options,1486.14,2252.59,14,135800.05,48233.89,87566.15999999999
2496,Options,1262.57,1013.47,2,176981.2,55484.07,121497.13
2497,Options,4297.19,2342.86,4,116671.19,94054.79,22616.40000000001
2498,Stocks,3820.93,4426.05,12,91263.37,20912.35,70351.01999999999
2499,Stocks,3822.55,2638.82,9,157330.35,74129.2,83201.15000000001
2500,Options,4404.89,1044.97,29,108111.97,44556.57,63555.4
2501,Options,4933.51,4501.35,23,121088.34,40740.58,80347.76
2502,Stocks,3067.54,1807.26,27,125834.57,77750.14,48084.43000000001
2503,Options,2336.31,943.15,9,189115.34,61354.21,127761.13
2504,Stocks,4317.32,1805.82,3,112323.14,67312.48,45010.66
2505,Options,3469.01,2548.03,3,124939.25,57497.51,67441.73999999999
2506,Options,2974.03,4406.23,20,140314.78,24360.92,115953.86
2507,Stocks,3357.57,3827.54,21,181250.12,22643.91,158606.21
2508,Options,2890.06,4556.15,27,119177.06,28818.7,90358.36
2509,Stocks,2433.73,2512.5,5,126807.8,41103.45,85704.35
2510,Options,4560.66,4011.73,25,191324.37,46449.43,144874.94
2511,Stocks,1394.47,2252.58,19,54871.96,47218.52,7653.440000000002
2512,Stocks,2549.75,3735.25,11,171795.11,55587.43,116207.68
2513,Options,2238.47,4031.45,8,60855.98,54190.0,6665.980000000003
2514,Stocks,4314.13,1659.69,18,158878.51,45313.02,113565.49000000002
2515,Options,2866.22,3947.94,8,113265.57,55982.49,57283.08000000001
2516,Stocks,1346.41,995.05,30,99648.16,22864.26,76783.90000000001
2517,Options,4160.57,2038.63,0,132526.32,26995.97,105530.35
2518,Options,2177.57,4680.47,28,182066.02,66129.43,115936.59
2519,Stocks,2135.02,4382.03,21,68553.03,83975.35,-15422.320000000007
2520,Stocks,3445.1,4423.57,0,101510.43,73276.33,28234.09999999999
2521,Options,4426.89,3378.93,4,127949.63,44896.69,83052.94
2522,Stocks,4037.65,3802.02,28,132842.31,24737.52,108104.79
2523,Options,1645.07,751.16,7,170386.5,71364.4,99022.1
2524,Stocks,1491.68,2007.4,26,80721.29,97008.03,-16286.740000000005
2525,Stocks,4808.65,4164.7,6,118229.41,53136.53,65092.880000000005
2526,Options,1943.08,4279.56,22,72857.43,57765.6,15091.829999999994
2527,Options,2033.75,2167.04,30,195341.29,68471.11,126870.18000000001
2528,Stocks,1167.75,2064.56,6,175141.49,49296.61,125844.87999999999
2529,Options,4468.12,4019.8,7,92578.18,43921.48,48656.69999999999
2530,Stocks,3660.17,3372.66,27,77877.65,94148.8,-16271.150000000009
2531,Stocks,4080.17,4525.66,3,148408.55,91913.2,56495.34999999999
2532,Options,1449.68,3893.62,20,175781.55,52295.25,123486.29999999999
2533,Stocks,2753.86,3381.01,22,134899.28,24099.84,110799.44
2534,Stocks,2916.9,950.98,0,90308.33,69176.52,21131.809999999998
2535,Stocks,4959.63,1286.62,19,192580.35,53379.35,139201.0
2536,Options,1524.2,4322.5,25,173610.87,91687.81,81923.06
2537,Stocks,4113.1,4697.56,19,98452.94,29578.47,68874.47
2538,Options,2058.71,913.75,21,104627.41,25958.19,78669.22
2539,Options,3062.5,3744.18,5,136651.82,91846.53,44805.29000000001
2540,Options,2597.51,2857.22,25,173238.83,50963.13,122275.69999999998
2541,Stocks,4734.54,2967.3,11,66724.43,76607.49,-9883.060000000012
2542,Options,4135.75,4147.19,10,75892.72,74324.52,1568.199999999997
2543,Options,2150.71,2590.28,27,149486.18,26053.36,123432.81999999999
2544,Options,3348.2,1161.86,20,159451.72,80977.41,78474.31
2545,Options,4703.98,1918.54,3,162397.06,21328.83,141068.22999999998
2546,Options,3360.46,2842.11,27,122420.17,27195.15,95225.01999999999
2547,Options,3864.74,565.53,21,175205.7,90544.4,84661.30000000002
2548,Options,3016.19,3413.75,2,190592.97,23848.16,166744.81
2549,Stocks,2752.26,747.2,30,141002.48,60625.98,80376.5
2550,Stocks,3803.53,4699.67,4,138857.96,99695.18,39162.78
2551,Stocks,1385.34,944.76,10,137962.49,25045.5,112916.98999999999
2552,Options,2782.46,4706.15,17,60661.34,82985.43,-22324.089999999997
2553,Options,3004.11,4980.83,28,162010.42,29936.01,132074.41
2554,Options,4415.92,1558.86,17,50046.11,33298.64,16747.47
2555,Options,3059.53,3146.35,19,99916.45,20504.48,79411.97
2556,Stocks,1355.21,3906.89,16,190287.11,25882.9,164404.21
2557,Options,1860.08,4469.94,4,61135.39,29414.92,31720.47
2558,Options,1732.31,644.41,24,191558.48,31548.06,160010.42
2559,Options,2208.78,1087.52,25,127698.92,85886.17,41812.75
2560,Stocks,3406.87,2680.97,13,94067.83,37730.76,56337.07
2561,Stocks,4572.22,1633.2,21,54875.8,62635.09,-7759.289999999994
2562,Options,3831.53,4347.28,27,95002.82,85629.47,9373.350000000006
2563,Stocks,1904.32,2617.91,22,127728.17,84997.52,42730.649999999994
2564,Options,2659.48,1935.92,11,173158.43,68287.53,104870.9
2565,Stocks,2303.53,4219.78,15,70045.98,37058.75,32987.229999999996
2566,Stocks,3084.41,4438.31,5,197319.79,63944.88,133374.91
2567,Options,4674.57,2788.45,7,134028.97,24886.31,109142.66
2568,Options,3680.26,2256.37,12,110105.37,96469.71,13635.659999999989
2569,Stocks,1754.71,3526.82,26,55503.08,50165.57,5337.510000000002
2570,Options,1983.21,619.68,12,115010.93,97406.68,17604.25
2571,Stocks,2039.95,1836.02,16,112810.54,69269.14,43541.399999999994
2572,Stocks,2912.44,2790.6,9,130346.66,58778.66,71568.0
2573,Options,3059.41,2531.18,24,111361.41,67620.31,43741.100000000006
2574,Options,1788.47,1727.17,23,54907.0,52825.82,2081.1800000000003
2575,Stocks,4139.23,4930.14,10,59305.01,61304.03,-1999.0199999999968
2576,Stocks,1519.67,2474.24,15,159837.81,95423.63,64414.17999999999
2577,Stocks,1456.34,4724.11,5,123042.27,51354.51,71687.76000000001
2578,Options,1858.01,1988.72,27,139266.02,52614.52,86651.5
2579,Stocks,3074.18,2691.55,2,156162.91,47433.96,108728.95000000001
2580,Options,4070.94,3392.92,16,82929.74,41403.44,41526.3
2581,Options,3308.17,4868.91,30,156061.8,58300.76,97761.03999999998
2582,Stocks,1869.52,3815.44,7,137721.9,33786.79,103935.10999999999
2583,Options,1784.99,4594.04,18,73438.02,76483.18,-3045.159999999989
2584,Options,4095.18,4710.8,9,190730.06,43543.93,147186.13
2585,Options,1657.62,1360.34,12,196428.01,68173.43,128254.58000000002
2586,Options,4616.34,4495.81,7,160428.75,38138.0,122290.75
2587,Options,3805.96,4249.74,23,181007.62,59539.43,121468.19
2588,Stocks,4697.76,4959.62,20,75181.82,31973.88,43207.94
2589,Options,1950.18,761.4,23,114097.42,50827.21,63270.21
2590,Stocks,4256.29,1038.15,22,108704.04,61829.94,46874.09999999999
2591,Stocks,1983.5,2956.93,16,62961.97,62677.3,284.66999999999825
2592,Options,4246.55,4406.69,25,57199.15,62874.46,-5675.309999999998
2593,Stocks,3710.11,2573.95,9,113007.39,98481.84,14525.550000000003
2594,Options,2441.04,3459.52,19,87658.64,33562.47,54096.17
2595,Options,3377.44,3277.45,1,148408.86,42612.31,105796.54999999999
2596,Stocks,1433.16,3990.42,6,58465.4,61629.97,-3164.5699999999997
2597,Stocks,2889.58,4632.5,14,192939.57,59047.88,133891.69
2598,Options,4411.95,4574.8,17,70263.8,87581.03,-17317.229999999996
2599,Options,2518.94,4996.19,13,154979.98,80820.66,74159.32
2600,Stocks,4617.12,1188.82,23,76959.08,86185.89,-9226.809999999998
2601,Options,4490.3,1461.35,27,138460.23,59780.25,78679.98000000001
2602,Stocks,1964.98,1954.33,7,72844.96,52521.69,20323.270000000004
2603,Options,1705.97,3801.86,15,170926.88,32120.52,138806.36000000002
2604,Options,4273.31,4074.55,10,51355.22,35269.72,16085.5
2605,Options,4308.33,2107.69,0,199147.84,73248.98,125898.86
2606,Stocks,4091.06,2483.57,14,190819.41,41882.72,148936.69
2607,Stocks,2660.87,3247.76,16,51905.56,92957.16,-41051.600000000006
2608,Options,2535.16,4429.59,16,87119.59,57906.51,29213.079999999994
2609,Stocks,1274.47,533.88,22,157949.64,32067.77,125881.87000000001
2610,Options,3571.14,2787.13,11,103160.82,52574.46,50586.36000000001
2611,Options,2956.32,3262.49,29,155358.67,84220.7,71137.97000000002
2612,Options,4445.22,1439.11,19,182720.5,99334.76,83385.74
2613,Stocks,1928.63,3324.91,26,137094.09,91520.51,45573.58
2614,Options,2073.74,3300.17,25,184536.91,27968.91,156568.0
2615,Options,4082.27,4828.59,4,92885.95,91295.98,1589.9700000000012
2616,Stocks,2496.01,2267.32,29,168042.41,51345.5,116696.91
2617,Stocks,2114.3,3023.33,7,172875.59,53001.86,119873.73
2618,Options,3197.82,3730.92,2,198008.35,22167.88,175840.47
2619,Options,4984.19,2417.95,4,165741.67,95073.83,70667.84000000001
2620,Options,3638.34,4579.62,27,93558.16,90472.05,3086.1100000000006
2621,Options,4573.21,4043.87,21,177532.03,36640.86,140891.16999999998
2622,Stocks,4972.04,542.71,20,55659.54,91281.11,-35621.57
2623,Options,3904.06,2322.71,11,132517.02,38517.06,93999.95999999999
2624,Stocks,3688.9,2199.72,4,126237.64,66130.1,60107.53999999999
2625,Options,4723.37,1139.07,3,104439.75,97510.2,6929.550000000003
2626,Stocks,4078.4,1287.37,28,101290.55,25938.59,75351.96
2627,Options,4145.75,3543.09,12,158482.96,51393.13,107089.82999999999
2628,Stocks,2265.91,2906.89,4,108057.37,67222.49,40834.87999999999
2629,Options,1900.4,2734.43,10,145694.3,23277.09,122417.20999999999
2630,Stocks,4535.74,1678.94,16,154609.11,27659.88,126949.22999999998
2631,Options,3391.56,1779.09,23,77114.52,78371.64,-1257.1199999999953
2632,Options,3338.02,3803.74,1,189998.2,46505.47,143492.73
2633,Options,2075.85,1744.2,1,79760.58,41857.33,37903.25
2634,Options,4567.15,4964.78,23,89596.5,82301.47,7295.029999999999
2635,Stocks,4598.48,4828.37,21,96172.27,91914.01,4258.260000000009
2636,Options,1435.72,2232.75,11,133866.29,64564.53,69301.76000000001
2637,Stocks,1927.86,525.51,20,132872.43,48405.94,84466.48999999999
2638,Options,2327.11,2545.8,14,181755.31,23735.26,158020.05
2639,Stocks,2043.28,1934.84,25,140122.03,34999.06,105122.97
2640,Options,3826.79,2402.84,17,196960.8,89631.83,107328.96999999999
2641,Stocks,3997.67,2864.58,15,189377.55,40687.37,148690.18
2642,Stocks,3927.34,2254.86,3,102497.92,42297.33,60200.59
2643,Options,2006.42,1443.2,18,119194.82,52086.24,67108.58000000002
2644,Stocks,2689.24,998.06,6,89892.12,90069.99,-177.8700000000099
2645,Options,2996.31,1229.16,15,110269.29,81084.38,29184.90999999999
2646,Stocks,1570.77,2296.17,9,131978.91,49937.63,82041.28
2647,Stocks,2533.97,4652.28,19,142968.48,91331.31,51637.17000000001
2648,Stocks,1122.14,3597.89,13,79804.36,44544.44,35259.92
2649,Stocks,2795.08,1317.89,2,112514.78,93911.83,18602.949999999997
2650,Options,2782.71,1313.98,10,66209.05,80733.01,-14523.959999999992
2651,Options,4354.73,1311.09,18,165528.67,32569.98,132958.69
2652,Stocks,3215.53,676.06,1,109422.1,99560.47,9861.630000000005
2653,Stocks,2298.9,1027.83,27,72480.35,72750.97,-270.61999999999534
2654,Stocks,1383.26,2022.24,29,68205.61,40749.22,27456.39
2655,Stocks,3636.01,3355.43,19,98427.76,33325.4,65102.35999999999
2656,Stocks,4812.13,2041.05,19,117235.3,54079.93,63155.37
2657,Options,1014.81,2064.77,2,151648.56,37662.94,113985.62
2658,Stocks,2876.14,3900.59,11,174410.49,77026.65,97383.84
2659,Options,4096.69,3317.44,10,130650.31,49822.5,80827.81
2660,Options,3696.81,4424.77,16,64248.15,38945.03,25303.120000000003
2661,Options,2880.88,4200.19,18,97268.19,81345.55,15922.64
2662,Stocks,2018.22,2592.75,5,162087.71,28891.37,133196.34
2663,Stocks,1357.47,3763.61,8,188244.1,22256.34,165987.76
2664,Options,1028.93,1123.05,16,67483.77,91666.83,-24183.059999999998
2665,Stocks,1038.1,2037.7,24,143764.31,68669.42,75094.89
2666,Stocks,3694.66,1343.94,9,172476.97,62538.37,109938.6
2667,Options,2704.29,602.28,0,151868.87,41760.42,110108.45
2668,Options,1822.1,2666.2,7,82597.57,25333.55,57264.020000000004
2669,Options,1385.93,3594.96,6,196173.7,54195.16,141978.54
2670,Stocks,2024.33,4650.22,12,137222.93,58211.93,79011.0
2671,Options,3186.85,1669.63,24,108519.56,47236.88,61282.68
2672,Options,3726.25,2924.17,5,174840.56,25742.01,149098.55
2673,Options,1549.34,4945.97,11,178570.76,99489.86,79080.90000000001
2674,Stocks,2258.39,4806.05,21,144926.84,85315.47,59611.369999999995
2675,Options,3062.1,4147.5,17,86888.21,65782.18,21106.030000000013
2676,Options,4554.34,4468.64,10,118101.68,82396.91,35704.76999999999
2677,Options,3764.98,1323.88,8,106869.61,88815.2,18054.410000000003
2678,Stocks,4897.11,2129.73,4,197094.15,69133.26,127960.89
2679,Options,2837.8,3905.61,25,145639.76,71639.4,74000.36000000002
2680,Stocks,4796.47,992.18,5,185454.23,26798.39,158655.84000000003
2681,Options,4862.88,2044.56,30,93082.47,38762.59,54319.880000000005
2682,Options,3693.27,2657.78,14,173339.68,26824.34,146515.34
2683,Options,2736.12,4394.98,14,96905.0,47856.37,49048.63
2684,Stocks,1576.92,3513.01,6,135171.87,74477.13,60694.73999999999
2685,Options,2692.1,4161.79,9,111955.42,71271.94,40683.479999999996
2686,Options,1088.89,4790.52,19,141583.27,97726.75,43856.51999999999
2687,Stocks,2630.48,4252.78,4,120086.17,70561.93,49524.240000000005
2688,Options,2226.04,1219.03,16,55126.76,26540.96,28585.800000000003
2689,Options,3178.87,3258.79,27,191331.28,20338.91,170992.37
2690,Options,4321.85,1705.81,12,148350.83,58503.1,89847.72999999998
2691,Stocks,1177.71,4427.32,7,94842.72,95343.98,-501.25999999999476
2692,Stocks,1145.65,1094.7,9,85638.16,94662.57,-9024.410000000003
2693,Stocks,3735.18,1460.81,14,60727.36,27828.13,32899.229999999996
2694,Stocks,2680.64,4583.62,29,145936.65,27355.31,118581.34
2695,Stocks,4899.28,4298.76,20,76313.19,33580.3,42732.89
2696,Stocks,1899.99,2495.5,16,80780.54,76628.87,4151.669999999998
2697,Stocks,2246.11,4155.86,21,50050.0,42898.32,7151.68
2698,Stocks,4095.32,1833.95,19,160554.69,98477.57,62077.119999999995
2699,Options,2815.33,2105.82,19,136228.35,73757.38,62470.97
2700,Options,2150.74,3108.34,27,159401.25,30615.56,128785.69
2701,Stocks,2963.9,3947.12,16,58812.23,64397.9,-5585.669999999998
2702,Options,3322.78,4960.59,30,139973.93,52131.18,87842.75
2703,Options,3856.77,1043.29,6,192447.49,72448.59,119998.9
2704,Options,2996.21,919.88,4,143459.23,95464.52,47994.71000000001
2705,Options,1132.3,4522.43,22,55244.6,97982.07,-42737.47000000001
2706,Stocks,3221.12,2682.09,14,141427.95,52911.8,88516.15000000001
2707,Options,2516.94,2851.15,12,179038.66,45851.3,133187.36
2708,Stocks,3168.06,2610.73,30,197652.94,46464.21,151188.73
2709,Stocks,1217.07,4837.59,13,156117.32,66491.76,89625.56000000001
2710,Options,2368.27,1685.89,1,113336.42,29726.58,83609.84
2711,Stocks,3889.62,1506.84,3,50382.67,93958.43,-43575.759999999995
2712,Stocks,3205.01,4416.48,10,55793.05,22428.51,33364.54000000001
2713,Options,2879.64,1232.14,20,88684.47,87844.89,839.5800000000017
2714,Options,2861.82,2578.6,16,160598.12,52477.91,108120.20999999999
2715,Options,1573.16,3192.85,3,155234.55,91895.96,63338.58999999998
2716,Stocks,1514.72,3740.46,25,189249.79,51384.4,137865.39
2717,Options,4301.99,1098.75,4,56667.5,59411.97,-2744.470000000001
2718,Options,3041.22,4523.44,30,120477.25,82824.11,37653.14
2719,Stocks,3928.82,1444.0,26,143320.14,57987.14,85333.00000000001
2720,Stocks,1444.49,3713.36,18,107718.7,85283.93,22434.770000000004
2721,Options,1007.21,2768.03,11,63782.71,53341.4,10441.309999999998
2722,Options,1250.61,3972.87,7,105704.42,85148.2,20556.22
2723,Options,4716.58,2563.95,14,190447.42,45290.47,145156.95
2724,Stocks,1841.25,4054.03,12,170744.22,28816.15,141928.07
2725,Stocks,1774.77,4194.72,10,149306.46,41806.08,107500.37999999999
2726,Stocks,3546.53,4803.21,22,110987.77,21139.55,89848.22
2727,Stocks,2374.96,2668.07,26,70924.01,50539.71,20384.299999999996
2728,Options,1420.48,2226.72,13,56928.55,37665.41,19263.14
2729,Stocks,2220.76,1340.65,24,61146.57,38603.44,22543.129999999997
2730,Options,3204.14,4934.59,24,165938.13,79608.73,86329.40000000001
2731,Options,2364.88,3157.54,4,184397.13,56055.52,128341.61000000002
2732,Stocks,3607.6,3746.84,11,182386.73,90058.02,92328.71
2733,Options,4261.73,3290.02,17,194681.38,37803.94,156877.44
2734,Options,1740.21,585.03,13,186058.93,56335.11,129723.81999999999
2735,Options,4913.94,2976.66,2,171921.04,90575.22,81345.82
2736,Stocks,1228.29,4063.88,7,118423.87,68075.69,50348.17999999999
2737,Stocks,1141.33,4559.98,5,159349.59,30486.49,128863.09999999999
2738,Stocks,4188.3,3155.49,3,116675.0,89967.79,26707.210000000006
2739,Stocks,2737.27,1860.09,0,121334.49,89905.58,31428.910000000003
2740,Options,4839.31,1496.53,10,62879.27,69952.67,-7073.4000000000015
2741,Stocks,4683.34,2912.44,6,176579.71,29497.78,147081.93
2742,Options,1800.15,2095.68,1,198508.99,77115.63,121393.35999999999
2743,Options,4518.63,1540.16,28,79475.67,47599.08,31876.589999999997
2744,Options,3476.03,1109.76,9,124390.51,91418.98,32971.53
2745,Options,2306.36,1487.97,7,69758.73,31284.58,38474.149999999994
2746,Options,3782.77,2246.74,30,100810.64,45989.05,54821.59
2747,Stocks,4218.95,2675.26,3,187061.06,32763.57,154297.49
2748,Options,3545.38,2430.57,2,156572.97,36696.64,119876.33
2749,Stocks,1549.53,4030.24,17,117209.67,91879.42,25330.25
2750,Options,3931.04,2791.34,6,181463.51,76666.99,104796.52
2751,Options,2168.81,624.45,30,159062.33,74333.81,84728.51999999999
2752,Options,2905.2,4610.35,30,54416.54,63756.56,-9340.019999999997
2753,Options,1564.41,836.18,1,60027.88,62262.65,-2234.770000000004
2754,Stocks,4432.44,2332.74,4,64386.54,51010.29,13376.25
2755,Options,2653.63,4275.68,8,197881.89,84637.26,113244.63000000002
2756,Options,1927.37,1249.63,13,184126.47,24282.41,159844.06
2757,Stocks,1906.33,3237.69,6,134058.67,41906.15,92152.52000000002
2758,Options,4045.29,3043.82,29,188385.39,84141.69,104243.70000000001
2759,Options,1387.6,1575.72,16,195835.4,34859.86,160975.53999999998
2760,Stocks,4583.49,1322.8,13,187471.67,96842.78,90628.89000000001
2761,Options,1260.34,4606.11,20,120460.88,69553.62,50907.26000000001
2762,Stocks,2365.26,4894.12,4,136995.94,75345.1,61650.84
2763,Options,2596.98,3994.59,1,115220.72,74028.89,41191.83
2764,Stocks,1726.2,2929.5,17,100814.94,86036.31,14778.630000000005
2765,Options,4562.8,3976.87,12,163341.7,72944.31,90397.39000000001
2766,Stocks,1709.61,620.14,29,190013.67,72819.65,117194.02000000002
2767,Options,1450.73,619.93,6,72271.16,28478.42,43792.740000000005
2768,Options,2262.89,2549.91,2,175614.2,93369.59,82244.61000000002
2769,Options,2286.7,870.78,23,126166.8,53841.24,72325.56
2770,Options,1783.73,2345.99,29,92072.75,61107.77,30964.980000000003
2771,Stocks,1581.77,2202.76,9,114089.71,30242.63,83847.08
2772,Stocks,1398.24,602.61,14,147871.19,39664.11,108207.08
2773,Stocks,1437.41,4998.29,27,171173.33,33190.74,137982.59
2774,Stocks,4012.58,1362.24,15,77845.19,66234.49,11610.699999999997
2775,Options,3435.09,2937.11,27,56398.01,91096.81,-34698.799999999996
2776,Stocks,1819.95,1595.74,19,77557.7,34702.85,42854.85
2777,Options,3881.86,3804.38,9,177285.17,89806.89,87478.28000000001
2778,Stocks,2161.81,1935.64,26,100269.96,20446.53,79823.43000000001
2779,Options,4861.67,992.65,10,80343.85,67247.27,13096.580000000002
2780,Stocks,4725.98,4500.51,10,107178.53,66189.75,40988.78
2781,Stocks,3455.92,685.29,25,94656.98,72211.3,22445.679999999993
2782,Stocks,2902.15,3820.81,12,61970.53,51302.23,10668.299999999996
2783,Options,2410.8,833.32,24,95597.21,22014.1,73583.11000000002
2784,Stocks,2804.45,2007.36,20,98493.92,57726.58,40767.34
2785,Options,3091.97,1296.53,14,77585.88,76237.3,1348.5800000000017
2786,Options,2716.45,2477.98,8,184676.85,23581.3,161095.55000000002
2787,Options,2595.72,2963.54,7,183476.76,62095.99,121380.77000000002
2788,Options,1950.02,1137.05,10,62651.95,73697.87,-11045.919999999998
2789,Stocks,1039.82,1692.85,1,53674.72,64628.69,-10953.970000000001
2790,Options,2370.57,3313.65,22,92015.66,37659.28,54356.380000000005
2791,Stocks,2983.56,4298.43,17,182322.89,46164.04,136158.85
2792,Stocks,3165.17,1721.12,26,145870.23,38379.94,107490.29000000001
2793,Stocks,3607.08,2900.38,30,107232.03,83563.45,23668.58
2794,Stocks,3719.26,1143.01,29,80172.26,40393.12,39779.13999999999
2795,Options,3339.27,893.97,5,89669.43,30607.1,59062.329999999994
2796,Options,1035.61,2856.48,16,77295.13,74605.09,2690.040000000008
2797,Options,4023.15,3542.08,7,89378.53,97634.82,-8256.290000000008
2798,Options,3699.33,3471.53,23,112561.57,35311.66,77249.91
2799,Options,1315.51,537.97,14,126091.8,24695.47,101396.33
2800,Options,1898.88,3824.51,9,57028.23,82250.58,-25222.35
2801,Options,3941.07,3457.42,1,116442.78,38208.32,78234.45999999999
2802,Stocks,1264.27,1108.58,1,75294.23,64166.09,11128.14
2803,Stocks,2919.83,1831.47,23,88165.24,91761.0,-3595.7599999999948
2804,Options,1795.07,3206.82,2,157570.47,95647.47,61923.0
2805,Stocks,4242.45,4250.68,19,178001.49,74606.61,103394.87999999999
2806,Options,2393.4,2041.39,5,109697.53,48538.72,61158.81
2807,Options,1347.04,3794.98,12,83347.67,51124.05,32223.619999999995
2808,Options,1719.06,1238.05,28,165627.7,56631.55,108996.15000000001
2809,Stocks,2073.85,2958.25,13,110977.63,65824.77,45152.86
2810,Stocks,1621.04,3811.4,13,169010.21,61013.47,107996.73999999999
2811,Stocks,1045.64,1613.11,10,102930.21,78875.56,24054.65000000001
2812,Options,4630.93,1568.25,19,73858.27,42329.11,31529.160000000003
2813,Stocks,4669.45,2783.92,19,71159.08,66796.09,4362.990000000005
2814,Options,3681.3,2111.21,11,132025.41,64600.29,67425.12
2815,Options,2686.7,1591.24,16,180786.11,35581.3,145204.81
2816,Options,1990.61,888.64,18,183083.18,75807.19,107275.98999999999
2817,Options,4758.04,3500.09,13,140676.37,32009.46,108666.91
2818,Options,2777.25,2836.07,18,121867.11,23483.25,98383.86
2819,Options,3627.1,2996.44,0,97370.7,62657.13,34713.57
2820,Stocks,1952.0,2426.45,14,115922.05,78147.64,37774.41
2821,Stocks,2294.13,4485.22,22,161608.53,89394.94,72213.59
2822,Options,2458.76,2337.84,17,141085.85,80705.56,60380.29000000001
2823,Stocks,1869.73,3517.92,30,173609.03,42185.51,131423.52
2824,Options,3110.31,3100.49,1,129533.05,26894.6,102638.45000000001
2825,Stocks,4785.89,2420.93,5,195461.77,82747.36,112714.40999999999
2826,Options,3127.63,1132.81,11,128932.33,29368.43,99563.9
2827,Stocks,3407.43,1768.95,16,118740.75,44507.13,74233.62
2828,Options,4957.81,1484.19,27,107668.12,80049.82,27618.29999999999
2829,Stocks,1464.66,3921.78,20,68556.41,22520.29,46036.12
2830,Stocks,3053.72,4796.11,10,84444.66,81829.11,2615.550000000003
2831,Stocks,2857.71,3871.28,23,159787.26,35095.71,124691.55000000002
2832,Options,2025.06,3324.84,7,172459.27,20515.68,151943.59
2833,Options,2969.67,2938.91,18,51166.49,66113.75,-14947.260000000002
2834,Stocks,2400.89,1983.62,25,155650.05,95640.09,60009.95999999999
2835,Options,2270.39,2385.07,5,155225.37,38522.08,116703.29
2836,Stocks,4858.66,1490.66,25,53114.98,21444.61,31670.370000000003
2837,Options,1009.56,889.77,18,114724.35,65102.36,49621.990000000005
2838,Stocks,1357.17,4905.51,21,92586.25,95815.01,-3228.7599999999948
2839,Options,4494.51,4770.01,5,116027.14,62597.27,53429.87
2840,Options,2449.68,2411.3,28,139014.55,32961.7,106052.84999999999
2841,Stocks,1750.11,507.04,12,131561.92,85445.51,46116.41000000002
2842,Stocks,3521.01,3342.19,13,130771.23,43344.05,87427.18
2843,Stocks,2359.21,826.05,30,121414.08,35874.47,85539.61
2844,Options,4637.62,4858.36,11,190909.13,23650.98,167258.15
2845,Stocks,1024.57,3427.28,15,96215.99,50539.17,45676.82000000001
2846,Options,1352.63,2915.3,16,122537.61,56291.4,66246.20999999999
2847,Stocks,2360.66,1902.05,28,115277.05,65573.76,49703.29000000001
2848,Options,2107.24,902.9,4,62917.08,54505.13,8411.950000000004
2849,Stocks,2448.69,2573.7,23,112128.43,26898.35,85230.07999999999
2850,Options,2215.84,2703.15,25,108895.84,30330.35,78565.48999999999
2851,Options,4296.03,2337.75,10,118048.1,99776.36,18271.740000000005
2852,Stocks,2570.83,531.07,30,72374.82,72181.08,193.74000000000524
2853,Stocks,4072.39,3690.23,11,137354.92,70770.24,66584.68000000001
2854,Stocks,1241.17,3078.7,27,70731.88,78379.38,-7647.5
2855,Options,3261.71,4418.3,8,82129.77,53391.04,28738.730000000003
2856,Options,4326.21,1822.56,4,165900.79,47630.1,118270.69
2857,Options,3798.5,688.8,0,191218.86,86233.26,104985.59999999999
2858,Stocks,3290.07,4117.88,3,193185.83,28439.23,164746.59999999998
2859,Options,4098.44,3448.39,5,63352.84,50520.03,12832.809999999998
2860,Options,4443.28,4880.53,19,179508.87,49313.69,130195.18
2861,Stocks,1201.64,917.1,7,184911.62,95542.48,89369.14
2862,Options,4401.51,1089.24,2,135022.79,22516.04,112506.75
2863,Options,1089.65,2324.84,12,93611.72,40315.13,53296.590000000004
2864,Stocks,4545.26,977.05,5,111300.86,23804.95,87495.91
2865,Options,2769.26,1203.67,14,50954.29,78081.47,-27127.18
2866,Options,2026.9,2006.05,17,107038.5,26537.59,80500.91
2867,Stocks,4033.81,3955.21,19,142831.96,82553.53,60278.42999999999
2868,Stocks,1693.59,3153.05,22,196398.3,96798.31,99599.98999999999
2869,Stocks,1184.81,3949.69,16,63292.47,70171.24,-6878.770000000004
2870,Stocks,1189.59,2218.39,29,173533.64,62083.13,111450.51000000001
2871,Options,3875.15,2627.37,30,188131.5,72710.29,115421.21
2872,Options,1946.03,2492.58,3,98746.02,25051.77,73694.25
2873,Options,2957.0,3075.29,6,132598.49,25764.73,106833.76
2874,Stocks,2273.38,848.79,30,103329.78,23368.06,79961.72
2875,Stocks,2386.99,4888.98,4,132900.69,48595.58,84305.11
2876,Stocks,4411.71,765.93,15,53523.06,22653.0,30870.059999999998
2877,Stocks,3827.4,3398.79,27,175876.53,26538.89,149337.64
2878,Stocks,4648.9,3996.63,29,157244.99,83424.83,73820.15999999999
2879,Stocks,3415.28,3987.89,22,174986.67,73151.9,101834.77000000002
2880,Stocks,2900.52,796.33,22,158776.78,64252.45,94524.33
2881,Options,2501.06,3624.6,3,110339.32,53407.01,56932.310000000005
2882,Stocks,3009.56,3563.61,7,177672.88,56951.73,120721.15
